/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,,
/scratch/09123/ofriend/movie,0.013106 ,0.018169 
/scratch/09123/ofriend/movie,0.016253 ,0.010145 
/scratch/09123/ofriend/movie,0.018945 ,0.014025 
/scratch/09123/ofriend/movie,0.021665 ,0.013914 
/scratch/09123/ofriend/movie,0.011235 ,0.004545 
/scratch/09123/ofriend/movie,0.009041 ,0.003870 
/scratch/09123/ofriend/movie,0.015067 ,0.012890 
/scratch/09123/ofriend/movie,0.016225 ,0.005289 
/scratch/09123/ofriend/movie,0.014604 ,0.013263 
/scratch/09123/ofriend/movie,0.012910 ,0.019128 
/scratch/09123/ofriend/movie,0.012401 ,0.013418 
/scratch/09123/ofriend/movie,0.011439 ,0.007272 
/scratch/09123/ofriend/movie,0.018829 ,0.017545 
/scratch/09123/ofriend/movie,0.010534 ,0.003157 
/scratch/09123/ofriend/movie,0.013428 ,0.015523 
/scratch/09123/ofriend/movie,0.010963 ,0.004719 
/scratch/09123/ofriend/movie,0.017661 ,0.014895 
/scratch/09123/ofriend/movie,0.006555 ,0.005114 
/scratch/09123/ofriend/movie,0.014269 ,0.012003 
/scratch/09123/ofriend/movie,0.013419 ,0.014880 
/scratch/09123/ofriend/movie,-0.004732 ,-0.004264 
/scratch/09123/ofriend/movie,0.014627 ,0.015930 
/scratch/09123/ofriend/movie,0.022923 ,0.019170 
/scratch/09123/ofriend/movie,0.009442 ,0.013803 
/scratch/09123/ofriend/movie,0.006410 ,0.003647 
/scratch/09123/ofriend/movie,0.018378 ,0.011218 
/scratch/09123/ofriend/movie,0.016956 ,0.022657 
/scratch/09123/ofriend/movie,0.024417 ,0.014604 
/scratch/09123/ofriend/movie,0.014064 ,0.013261 
/scratch/09123/ofriend/movie,0.026783 ,0.015509 
/scratch/09123/ofriend/movie,0.018033 ,0.011831 
/scratch/09123/ofriend/movie,0.018765 ,0.014128 
/scratch/09123/ofriend/movie,0.021353 ,0.013445 
/scratch/09123/ofriend/movie,0.015236 ,0.009673 
/scratch/09123/ofriend/movie,0.013888 ,0.013250 
/scratch/09123/ofriend/movie,0.009919 ,0.010201 
/scratch/09123/ofriend/movie,0.015376 ,0.015234 
/scratch/09123/ofriend/movie,0.020118 ,0.011441 
/scratch/09123/ofriend/movie,0.015510 ,0.009854 
/scratch/09123/ofriend/movie,0.012941 ,0.013102 
/scratch/09123/ofriend/movie,0.016197 ,0.018776 
/scratch/09123/ofriend/movie,0.015294 ,0.008158 
/scratch/09123/ofriend/movie,0.015837 ,0.013163 
/scratch/09123/ofriend/movie,0.013514 ,0.014727 
/scratch/09123/ofriend/movie,0.014569 ,0.010232 
/scratch/09123/ofriend/movie,0.025560 ,0.017699 
/scratch/09123/ofriend/movie,0.017166 ,0.015148 
/scratch/09123/ofriend/movie,0.015221 ,0.009618 
/scratch/09123/ofriend/movie,-0.001531 ,0.004760 
/scratch/09123/ofriend/movie,0.001718 ,0.007298 
/scratch/09123/ofriend/movie,0.003194 ,0.005290 
/scratch/09123/ofriend/movie,0.015241 ,0.010288 
/scratch/09123/ofriend/movie,0.003792 ,0.007947 
/scratch/09123/ofriend/movie,0.013988 ,0.010109 
/scratch/09123/ofriend/movie,0.016650 ,0.014443 
/scratch/09123/ofriend/movie,0.004378 ,0.006417 
/scratch/09123/ofriend/movie,0.008953 ,0.007661 
/scratch/09123/ofriend/movie,0.011561 ,0.010851 
/scratch/09123/ofriend/movie,0.024222 ,0.019031 
/scratch/09123/ofriend/movie,0.016081 ,0.010604 
/scratch/09123/ofriend/movie,0.009470 ,0.006789 
/scratch/09123/ofriend/movie,0.007112 ,0.020560 
/scratch/09123/ofriend/movie,0.009419 ,0.015036 
/scratch/09123/ofriend/movie,0.017588 ,0.012608 
/scratch/09123/ofriend/movie,0.016110 ,0.024566 
