subject,age_group,age,run,n_pairs,auc,accuracy,precision_within,recall_within,f1_within,tn,fp,fn,tp
temple117,child,10.64657534,3,66,0.5725308641975309,0.7424242424242424,0.35294117647058826,0.5,0.41379310344827586,43,11,6,6
temple117,child,10.64657534,4,66,0.8055555555555556,0.7424242424242424,0.3684210526315789,0.5833333333333334,0.4516129032258065,42,12,5,7
temple121,child,10.94246575,1,66,0.7098765432098765,0.803030303030303,0.45454545454545453,0.4166666666666667,0.43478260869565216,48,6,7,5
temple121,child,10.94246575,2,66,0.6975308641975309,0.7272727272727273,0.3125,0.4166666666666667,0.35714285714285715,43,11,7,5
temple121,child,10.94246575,3,66,0.7283950617283951,0.7878787878787878,0.4166666666666667,0.4166666666666667,0.4166666666666667,47,7,7,5
temple121,child,10.94246575,4,66,0.6790123456790123,0.6515151515151515,0.23809523809523808,0.4166666666666667,0.30303030303030304,38,16,7,5
temple122,child,8.487671233,1,66,0.75,0.7424242424242424,0.35294117647058826,0.5,0.41379310344827586,43,11,6,6
temple122,child,8.487671233,2,66,0.7330246913580246,0.7575757575757576,0.4,0.6666666666666666,0.5,42,12,4,8
temple122,child,8.487671233,3,66,0.6589506172839505,0.7424242424242424,0.3076923076923077,0.3333333333333333,0.32,45,9,8,4
temple122,child,8.487671233,4,66,0.7361111111111112,0.803030303030303,0.4666666666666667,0.5833333333333334,0.5185185185185186,46,8,5,7
temple125,child,8.745205479,1,66,0.6388888888888888,0.7121212121212122,0.29411764705882354,0.4166666666666667,0.3448275862068966,42,12,7,5
temple125,child,8.745205479,2,66,0.7762345679012346,0.696969696969697,0.2777777777777778,0.4166666666666667,0.33333333333333337,41,13,7,5
temple125,child,8.745205479,3,66,0.8040123456790124,0.8181818181818182,0.5,0.5833333333333334,0.5384615384615384,47,7,5,7
temple125,child,8.745205479,4,66,0.595679012345679,0.7272727272727273,0.2857142857142857,0.3333333333333333,0.30769230769230765,44,10,8,4
temple126,child,10.20273973,1,66,0.7762345679012346,0.7575757575757576,0.35714285714285715,0.4166666666666667,0.3846153846153846,45,9,7,5
temple126,child,10.20273973,2,66,0.6620370370370371,0.6818181818181818,0.30434782608695654,0.5833333333333334,0.4,38,16,5,7
temple126,child,10.20273973,3,66,0.7793209876543209,0.7878787878787878,0.4375,0.5833333333333334,0.5,45,9,5,7
temple126,child,10.20273973,4,66,0.5570987654320988,0.7121212121212122,0.26666666666666666,0.3333333333333333,0.2962962962962963,43,11,8,4
temple128,child,10.70136986,1,66,0.6589506172839505,0.7272727272727273,0.3333333333333333,0.5,0.4,42,12,6,6
temple128,child,10.70136986,2,66,0.7669753086419753,0.803030303030303,0.46153846153846156,0.5,0.48000000000000004,47,7,6,6
temple128,child,10.70136986,3,66,0.6527777777777778,0.7272727272727273,0.2857142857142857,0.3333333333333333,0.30769230769230765,44,10,8,4
temple128,child,10.70136986,4,66,0.8703703703703703,0.8181818181818182,0.5,0.75,0.6,45,9,3,9
temple129,child,9.090410959,1,66,0.6712962962962963,0.6818181818181818,0.09090909090909091,0.08333333333333333,0.08695652173913043,44,10,11,1
temple129,child,9.090410959,2,66,0.6157407407407407,0.7272727272727273,0.3333333333333333,0.5,0.4,42,12,6,6
temple129,child,9.090410959,3,66,0.6635802469135803,0.7272727272727273,0.3125,0.4166666666666667,0.35714285714285715,43,11,7,5
temple129,child,9.090410959,4,66,0.6311728395061728,0.7424242424242424,0.3076923076923077,0.3333333333333333,0.32,45,9,8,4
temple130,child,8.038356164,1,66,0.6342592592592592,0.7121212121212122,0.26666666666666666,0.3333333333333333,0.2962962962962963,43,11,8,4
temple130,child,8.038356164,2,66,0.8487654320987654,0.803030303030303,0.47058823529411764,0.6666666666666666,0.5517241379310345,45,9,4,8
temple130,child,8.038356164,3,66,0.7499999999999999,0.8181818181818182,0.5,0.5,0.5,48,6,6,6
temple130,child,8.038356164,4,66,0.8379629629629629,0.803030303030303,0.47058823529411764,0.6666666666666666,0.5517241379310345,45,9,4,8
temple131,child,12.42465753,1,66,0.5848765432098766,0.6818181818181818,0.2,0.25,0.22222222222222224,42,12,9,3
temple131,child,12.42465753,2,66,0.7299382716049383,0.6666666666666666,0.25,0.4166666666666667,0.3125,39,15,7,5
temple131,child,12.42465753,3,66,0.6759259259259259,0.7121212121212122,0.3157894736842105,0.5,0.3870967741935484,41,13,6,6
temple131,child,12.42465753,4,66,0.7839506172839507,0.7575757575757576,0.3888888888888889,0.5833333333333334,0.4666666666666666,43,11,5,7
temple132,child,9.224657534,1,66,0.6543209876543209,0.7121212121212122,0.3157894736842105,0.5,0.3870967741935484,41,13,6,6
temple132,child,9.224657534,2,66,0.7530864197530864,0.7121212121212122,0.29411764705882354,0.4166666666666667,0.3448275862068966,42,12,7,5
temple132,child,9.224657534,3,66,0.44907407407407407,0.6363636363636364,0.16666666666666666,0.25,0.2,39,15,9,3
temple132,child,9.224657534,4,66,0.566358024691358,0.696969696969697,0.25,0.3333333333333333,0.28571428571428575,42,12,8,4
temple135,child,7.09,1,66,0.9027777777777778,0.7878787878787878,0.45454545454545453,0.8333333333333334,0.5882352941176471,42,12,2,10
temple135,child,7.09,2,66,0.7700617283950617,0.7575757575757576,0.3888888888888889,0.5833333333333334,0.4666666666666666,43,11,5,7
temple135,child,7.09,3,66,0.6496913580246914,0.7878787878787878,0.4375,0.5833333333333334,0.5,45,9,5,7
temple135,child,7.09,4,66,0.6728395061728395,0.7272727272727273,0.3125,0.4166666666666667,0.35714285714285715,43,11,7,5
temple136,child,7.254794521,1,66,0.7006172839506173,0.7727272727272727,0.4,0.5,0.4444444444444445,45,9,6,6
temple136,child,7.254794521,2,66,0.7962962962962963,0.7727272727272727,0.42105263157894735,0.6666666666666666,0.5161290322580646,43,11,4,8
temple136,child,7.254794521,3,66,0.9135802469135802,0.8787878787878788,0.625,0.8333333333333334,0.7142857142857143,48,6,2,10
temple136,child,7.254794521,4,66,0.6635802469135803,0.7727272727272727,0.36363636363636365,0.3333333333333333,0.34782608695652173,47,7,8,4
