subject,age_group,age,run,n_pairs,auc,accuracy,precision_within,recall_within,f1_within,tn,fp,fn,tp
temple095,child,8.038356164,2,66,0.683641975308642,0.7575757575757576,0.3333333333333333,0.3333333333333333,0.3333333333333333,46,8,8,4
temple095,child,8.038356164,3,66,0.720679012345679,0.7272727272727273,0.35,0.5833333333333334,0.4375,41,13,5,7
temple095,child,8.038356164,4,66,0.7762345679012347,0.8181818181818182,0.5,0.5,0.5,48,6,6,6
temple096,child,11.40273973,1,66,0.7376543209876543,0.7878787878787878,0.4166666666666667,0.4166666666666667,0.4166666666666667,47,7,7,5
temple096,child,11.40273973,2,66,0.7253086419753086,0.7878787878787878,0.42857142857142855,0.5,0.4615384615384615,46,8,6,6
temple096,child,11.40273973,3,66,0.7947530864197532,0.7272727272727273,0.35,0.5833333333333334,0.4375,41,13,5,7
temple096,child,11.40273973,4,66,0.6635802469135803,0.7575757575757576,0.35714285714285715,0.4166666666666667,0.3846153846153846,45,9,7,5
temple097,child,7.802739726,1,66,0.8132716049382716,0.803030303030303,0.47368421052631576,0.75,0.5806451612903226,44,10,3,9
temple097,child,7.802739726,2,66,0.7268518518518519,0.7424242424242424,0.35294117647058826,0.5,0.41379310344827586,43,11,6,6
temple097,child,7.802739726,3,66,0.7762345679012346,0.8484848484848485,0.5714285714285714,0.6666666666666666,0.6153846153846153,48,6,4,8
temple097,child,7.802739726,4,66,0.7731481481481483,0.7121212121212122,0.3157894736842105,0.5,0.3870967741935484,41,13,6,6
temple098,child,8.438356164,1,66,0.5972222222222222,0.696969696969697,0.21428571428571427,0.25,0.23076923076923075,43,11,9,3
temple098,child,8.438356164,2,66,0.7114197530864198,0.6818181818181818,0.2857142857142857,0.5,0.36363636363636365,39,15,6,6
temple098,child,8.438356164,3,66,0.6435185185185185,0.7575757575757576,0.3333333333333333,0.3333333333333333,0.3333333333333333,46,8,8,4
temple098,child,8.438356164,4,66,0.6126543209876544,0.6515151515151515,0.21052631578947367,0.3333333333333333,0.2580645161290323,39,15,8,4
temple103,child,12.2109589,1,66,0.6373456790123457,0.7878787878787878,0.4,0.3333333333333333,0.3636363636363636,48,6,8,4
temple103,child,12.2109589,2,66,0.6759259259259259,0.7878787878787878,0.42857142857142855,0.5,0.4615384615384615,46,8,6,6
temple103,child,12.2109589,3,66,0.7546296296296297,0.8333333333333334,0.5454545454545454,0.5,0.5217391304347826,49,5,6,6
temple103,child,12.2109589,4,66,0.6944444444444444,0.7424242424242424,0.3333333333333333,0.4166666666666667,0.3703703703703704,44,10,7,5
temple107,child,9.136986301,1,66,0.8503086419753085,0.803030303030303,0.45454545454545453,0.4166666666666667,0.43478260869565216,48,6,7,5
temple107,child,9.136986301,2,66,0.7037037037037037,0.7121212121212122,0.3157894736842105,0.5,0.3870967741935484,41,13,6,6
temple107,child,9.136986301,3,66,0.6759259259259259,0.7575757575757576,0.3888888888888889,0.5833333333333334,0.4666666666666666,43,11,5,7
temple107,child,9.136986301,4,66,0.6234567901234568,0.696969696969697,0.3,0.5,0.37499999999999994,40,14,6,6
temple109,child,11.76164384,1,66,0.8055555555555556,0.8181818181818182,0.5,0.6666666666666666,0.5714285714285715,46,8,4,8
temple109,child,11.76164384,2,66,0.7685185185185185,0.7575757575757576,0.4,0.6666666666666666,0.5,42,12,4,8
temple109,child,11.76164384,3,66,0.6697530864197532,0.7272727272727273,0.3333333333333333,0.5,0.4,42,12,6,6
temple109,child,11.76164384,4,66,0.7391975308641976,0.7727272727272727,0.4,0.5,0.4444444444444445,45,9,6,6
temple110,child,12.73972603,1,66,0.8209876543209879,0.803030303030303,0.47058823529411764,0.6666666666666666,0.5517241379310345,45,9,4,8
temple110,child,12.73972603,2,66,0.5987654320987654,0.7272727272727273,0.3125,0.4166666666666667,0.35714285714285715,43,11,7,5
temple110,child,12.73972603,3,66,0.7932098765432098,0.8333333333333334,0.5384615384615384,0.5833333333333334,0.5599999999999999,48,6,5,7
temple110,child,12.73972603,4,66,0.6867283950617284,0.7727272727272727,0.38461538461538464,0.4166666666666667,0.4,46,8,7,5
temple111,child,12.29041096,1,66,0.8040123456790124,0.8333333333333334,0.5333333333333333,0.6666666666666666,0.5925925925925926,47,7,4,8
temple111,child,12.29041096,2,66,0.5756172839506173,0.7727272727272727,0.36363636363636365,0.3333333333333333,0.34782608695652173,47,7,8,4
temple111,child,12.29041096,3,66,0.8009259259259259,0.7575757575757576,0.4090909090909091,0.75,0.5294117647058824,41,13,3,9
temple111,child,12.29041096,4,66,0.6342592592592593,0.6818181818181818,0.2,0.25,0.22222222222222224,42,12,9,3
temple112,child,10.30136986,1,66,0.5401234567901234,0.7727272727272727,0.36363636363636365,0.3333333333333333,0.34782608695652173,47,7,8,4
temple112,child,10.30136986,2,66,0.6604938271604939,0.7575757575757576,0.3333333333333333,0.3333333333333333,0.3333333333333333,46,8,8,4
temple112,child,10.30136986,3,66,0.8317901234567903,0.8484848484848485,0.5625,0.75,0.6428571428571429,47,7,3,9
temple112,child,10.30136986,4,66,0.8209876543209877,0.8181818181818182,0.5,0.5833333333333334,0.5384615384615384,47,7,5,7
temple113,child,9.906849315,1,66,0.7438271604938271,0.7727272727272727,0.42105263157894735,0.6666666666666666,0.5161290322580646,43,11,4,8
temple113,child,9.906849315,2,66,0.75,0.7424242424242424,0.3333333333333333,0.4166666666666667,0.3703703703703704,44,10,7,5
temple113,child,9.906849315,3,66,0.7083333333333334,0.7272727272727273,0.3125,0.4166666666666667,0.35714285714285715,43,11,7,5
temple113,child,9.906849315,4,66,0.6219135802469137,0.7727272727272727,0.38461538461538464,0.4166666666666667,0.4,46,8,7,5
temple114,child,8.802739726,1,66,0.8472222222222222,0.8484848484848485,0.5714285714285714,0.6666666666666666,0.6153846153846153,48,6,4,8
temple114,child,8.802739726,2,66,0.7731481481481481,0.7878787878787878,0.4444444444444444,0.6666666666666666,0.5333333333333333,44,10,4,8
temple114,child,8.802739726,3,66,0.8364197530864198,0.8181818181818182,0.5,0.5833333333333334,0.5384615384615384,47,7,5,7
temple114,child,8.802739726,4,66,0.7608024691358025,0.8333333333333334,0.5454545454545454,0.5,0.5217391304347826,49,5,6,6
temple115,child,7.328767123,1,66,0.756172839506173,0.7727272727272727,0.4117647058823529,0.5833333333333334,0.4827586206896552,44,10,5,7
temple115,child,7.328767123,2,66,0.7083333333333333,0.6363636363636364,0.22727272727272727,0.4166666666666667,0.29411764705882354,37,17,7,5
temple115,child,7.328767123,3,66,0.6759259259259259,0.6818181818181818,0.2857142857142857,0.5,0.36363636363636365,39,15,6,6
temple115,child,7.328767123,4,66,0.904320987654321,0.8333333333333334,0.5263157894736842,0.8333333333333334,0.6451612903225806,45,9,2,10
temple116,child,7.15890411,1,66,0.7561728395061728,0.7878787878787878,0.42857142857142855,0.5,0.4615384615384615,46,8,6,6
temple116,child,7.15890411,2,66,0.5092592592592593,0.6818181818181818,0.23529411764705882,0.3333333333333333,0.27586206896551724,41,13,8,4
temple116,child,7.15890411,3,66,0.5848765432098766,0.696969696969697,0.2777777777777778,0.4166666666666667,0.33333333333333337,41,13,7,5
temple116,child,7.15890411,4,66,0.7268518518518517,0.7121212121212122,0.3157894736842105,0.5,0.3870967741935484,41,13,6,6
temple117,child,10.64657534,1,66,0.6712962962962963,0.7424242424242424,0.3684210526315789,0.5833333333333334,0.4516129032258065,42,12,5,7
temple117,child,10.64657534,2,66,0.8811728395061729,0.8333333333333334,0.5263157894736842,0.8333333333333334,0.6451612903225806,45,9,2,10
