subject,age_group,age,n_pairs,accuracy,auc,precision_within,recall_within,f1_within,tn,fp,fn,tp,mean_score_within,mean_score_across,score_delta_within_minus_across
temple073,adult,32.16712329,66,0.6666666666666666,0.5941358024691359,0.2222222222222222,0.3333333333333333,0.26666666666666666,40,14,8,4,0.3220882693972561,0.2706302590998896,0.05145801029736652
temple074,adult,20.21369863,66,0.696969696969697,0.6913580246913581,0.3181818181818182,0.5833333333333334,0.4117647058823529,39,15,5,7,0.5412594841689375,0.26868748798961356,0.272571996179324
temple075,adult,20.36712329,66,0.7727272727272727,0.8101851851851851,0.4117647058823529,0.5833333333333334,0.4827586206896552,44,10,5,7,0.5392725691241234,0.2006128096895178,0.3386597594346056
temple076,adult,21.24931507,66,0.7575757575757576,0.6512345679012346,0.3888888888888889,0.5833333333333334,0.4666666666666666,43,11,5,7,0.5949935457144978,0.18515631073375302,0.40983723498074476
temple087,adult,23.23013699,66,0.696969696969697,0.662037037037037,0.3,0.5,0.37499999999999994,40,14,6,6,0.524295061426952,0.23802026292709041,0.2862747984998616
temple088,adult,21.84657534,66,0.8333333333333334,0.7978395061728395,0.5384615384615384,0.5833333333333334,0.5599999999999999,48,6,5,7,0.5661354660716632,0.15103014938882758,0.4151053166828356
temple089,adult,19.3369863,66,0.8939393939393939,0.7885802469135803,0.7272727272727273,0.6666666666666666,0.6956521739130435,51,3,4,8,0.5540476719080186,0.0986293070843503,0.4554183648236683
temple099,adult,19.88493151,66,0.6818181818181818,0.6759259259259259,0.30434782608695654,0.5833333333333334,0.4,38,16,5,7,0.5486754576199052,0.314051476981248,0.2346239806386572
temple105,adult,18.55890411,66,0.7878787878787878,0.6141975308641976,0.4166666666666667,0.4166666666666667,0.4166666666666667,47,7,7,5,0.3866403863339872,0.1427746498503463,0.24386573648364088
temple106,adult,20.19178082,66,0.7878787878787878,0.7237654320987654,0.4166666666666667,0.4166666666666667,0.4166666666666667,47,7,7,5,0.4008638233856225,0.1487160951660633,0.2521477282195592
temple108,adult,18.93150685,66,0.7878787878787878,0.736111111111111,0.4375,0.5833333333333334,0.5,45,9,5,7,0.5388780586287267,0.19682080715227113,0.3420572514764556
temple119,adult,22.16438356,66,0.6212121212121212,0.5555555555555556,0.15789473684210525,0.25,0.1935483870967742,38,16,9,3,0.3179275571052592,0.2624700701922383,0.05545748691302094
temple120,adult,20.65479452,66,0.7575757575757576,0.7145061728395061,0.35714285714285715,0.4166666666666667,0.3846153846153846,45,9,7,5,0.4139652472217386,0.1832783107666931,0.2306869364550455
temple123,adult,19.30136986,66,0.7272727272727273,0.6018518518518517,0.2857142857142857,0.3333333333333333,0.30769230769230765,44,10,8,4,0.3523105558440362,0.17923929196921204,0.17307126387482416
temple124,adult,20.35068493,66,0.7727272727272727,0.6435185185185185,0.3333333333333333,0.25,0.28571428571428575,48,6,9,3,0.30322335291611413,0.12969142743652037,0.17353192547959376
