8	6	-0.687970
15	3	3.452468
19	3	0.780261
23	4	1.444012
28	5	0.244712
33	3	5.644553
36	5	4.583132
41	5	-0.219739
46	2	-0.215042
48	4	-0.335508
52	2	-0.123950
54	3	-0.569057
57	4	2.949779
61	3	0.969487
64	3	-0.279596
67	2	-0.383566
69	3	-0.413188
72	3	0.174373
75	2	-0.139706
77	4	-0.065226
81	3	-0.218100
84	3	-0.446482
87	4	-0.306376
91	3	0.148902
94	3	0.594574
97	4	0.095107
101	2	1.192100
103	5	0.307541
108	4	-0.002211
112	3	-0.397301
115	5	-0.336536
120	4	5.257171
124	2	3.355598
126	3	0.000000
129	3	0.533520
132	3	0.541861
135	2	0.232362
137	5	1.169884
142	4	0.496465
146	4	-0.162891
150	3	-0.282697
153	5	-0.359242
158	4	-0.461191
162	2	-0.163714
164	4	0.887511
168	4	0.156794
172	3	0.735048
175	5	-0.115071
180	3	0.817014
183	3	-0.144995
186	3	-0.278168
189	3	1.348053
192	5	0.069348
197	3	4.056713
200	5	2.184289
205	3	-0.102844
208	4	-0.122693
212	3	-0.017605
215	3	-0.252976
218	4	-0.151096
222	7	0.400061
